id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
28333,"Acer Chromebook 15, Intel Celeron N3350, 15.6"" Full HD Touch, 4GB LPDDR4, 32GB Storage, Google Chrome, Pure Silver, CB515-1HT-C2AE, 15-15.99 Inches",Acer,Acer Chromebook CB515-1HT,15.6,1920,1080,Glossy,1,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0,0,Intel HD 500,Chrome OS,Chrome OS,4,32,32,3.97,259.00,299.99
23614,"2018 Dell Inspiron 11.6"" 2-in-1 Convertible HD Touchscreen Laptop - Intel Quad-Core Pentium N3710 1.6GHz, 4GB RAM, 500GB HDD, MaxxAudio, 802.11bgn, Webcam, Bluetooth, HDMI, Win 10",Dell,Dell Inspiron 3168,11.6,1366,768,Glossy,1,Intel Pentium,Intel Pentium N3710 1.6 GHz (Braswell Quad-Core),0,0,Intel HD 405,Windows,Windows 10 Home,4,0,500,3.09,365.00,389.00
31196,"Apple MacBook Air (13-inch Retina display, 1.6GHz dual-core Intel Core i5, 128GB) - Gold (Renewed)",Apple,Apple MacBook Air 2018,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0,0,Intel UHD 617,macOS,macOS Mojave,8,128,128,2.75,749.66,799.99
26368,"ASUS ROG Strix Scar Edition 17.3â€ 120Hz 3ms Gaming Laptop, 8th-Gen Intel Core i7-8750H Processor (up to 3.9GHz), GTX 1050 Ti 4GB, 16GB DDR4, 128GB PCIe SSD + 1TB Hybrid HDD, Windows 10 - GL703GE-ES73",Asus,Asus ROG Strix GL703GE Scar Edition,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,128,1128,6.72,1249.00,1249.00
26133,"Alienware Gaming AW17R5-7405SLV-PUS 8th Gen Intel Core i7 Processor Laptop, 8GB RAM, 1TB Hard Drive Plus 8GB SSD, NVIDIA GeForce GTX 1060, 17.3"" Full HD Display, Epic Silver",Alienware,Alienware 17 R5,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,8,0,1000,9.74,1382.00,1382.00
29198,"Asus Chromebook Flip C434TA-DS384T 2 In 1 Laptop, 14"" Touchscreen FHD 4-Way NanoEdge, Intel Core M3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit KB, Silver, Chrome OS",Asus,Asus Chromebook Flip C434TA,14,1920,1080,Glossy,1,Intel Core m3,Intel Core m3-8100Y 1.1 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0,0,Intel UHD 615,Chrome OS,Chrome OS,8,64,64,3.19,548.98,608.51
22143,"Dell Inspiron 13 7000 7370 Laptop - (13.3"" Touchscreen IPS FHD (1920x1080), 8th Gen Intel Quad-Core i5-8250U, 256GB SSD, 8GB DDR4, Backlit Keyboard, Windows 10)",Dell,Dell Inspiron 7370,13.3,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.59,599.99,599.99
21458,"HP 15.6"" Laptop, AMD A6-9220 Dual-Core Processor 2.50GHz, 4GB RAM, 500GB HDD, AMD Radeon R4 Graphics, DVD-RW, HDMI, Bluetooth, HDMI, Webcam, Windows 10",HP,HP 15t,15.6,1366,768,Glossy,0,AMD A6,AMD A6-9220 2.5 GHz (7th gen Stoney Ridge Dual-Core),0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,500,4.52,379.99,449.01
30293,"ASUS ROG Strix Scar III G531GW-KB71 (i7-9750H, 16GB RAM, 1TB SSHD, RTX 2070 8GB, 15.6"" Full HD 240Hz 3ms, Windows 10) VR Ready Gaming Notebook",Asus,Asus ROG Strix Scar III G531GW,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Pro,16,0,1000,5.66,1849.99,1999.99
17479,"Dell Inspiron 7000 i7559 15.6"" UHD (3840x2160) 4K Touchscreen Gaming Laptop: Intel Quad-Core i7-6700HQ | 16GB RAM | NVIDIA GTX 960M 4GB | 1TB + 128GB SSD | Backlit Keyboard | Windows 10 - Grey",Dell,Dell Inspiron 7000 (i7559),15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 960M,Windows,Windows 10,16,128,1128,6,1189.99,1189.99
8060,"Dell XPS9350-5340SLV 13.3 Inch QHD+ Touchscreen Laptop (6th Generation Intel Core i7, 8 GB RAM, 256 GB SSD) Microsoft Signature Edition",Dell,Dell XPS9350-5340SLV,13.3,3200,1800,Glossy,1,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,0,Intel HD 5500,Windows,Windows 10,8,256,256,2.8,999.99,999.99
26103,"2018 Lenovo Ideapad 330 15.6"" FHD WLED Laptop Computer, 8th Gen Intel Quad Core i5-8250U up to 3.40GHz, 8GB DDR4 RAM, 256GB SSD, 802.11ac WiFi, Bluetooth 4.1, DVDRW, USB Type-C, HDMI, Windows 10",Lenovo,Lenovo IdeaPad 330,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,4.85,595.00,649.00
20102,"HP 11.6 Inch high performance Chromebook Laptop Computer, Intel Celeron N3060 Up to 2.48GHz, 4GB Memory, 16GB eMMC, WiFi 802.11ac, USB 3.1, Bluetooth, Webcam, Chrome OS (Renewed)",HP,HP Chromebook 11-v010nr,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,2.54,120.94,123.00
26963,Microsoft Surface Pro Intel Core i5 8GB RAM 256GB SSD Windows 10 (Renewed),Microsoft,Microsoft Surface Pro (5th Generation),12.3,2736,1824,Glossy,1,Intel Core i5,Intel Core i5-7300U 2.6 GHz (7th gen Kaby Lake Dual-Core),0,0,Intel HD 620,Windows,Windows 10,8,256,256,1.7,599.00,599.00
28645,"HP 15.6"" HD LED Backlight Premium Laptop | AMD A6-9225 2.6GHz | 4GB DDR4 RAM | 1TB HDD | DVD-RW | Gigabit Ethernet | HDMI | SD Card Reader | Windows 10 | Jet Black",HP,HP 15-db0011dx,15.6,1366,768,Glossy,0,AMD A6,AMD A6-9225 2.6 GHz (7th gen Stoney Ridge Dual-Core),0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,1000,4.61,379.99,388.56
30514,"Sager NP8957 0.78 Inches Thin & Light Gaming Laptop, 15.6 Inches FHD 144Hz Display, Intel Core i7-9750H, NVIDIA RTX 2070 8GB DDR6, 16GB RAM, 500GB NVMe SSD + 2TB FireCuda SSHD, Windows 10 Home",Other,Sager NP8957,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,16,500,2500,4.6,1599.00,1699.00
14443,"Lenovo 14"" IdeaPad N42-20 Chromebook, Intel N3060 Dual-Core, 16GB eMMC SSD, 4GB DDR3, 802.11ac, Bluetooth, ChromeOS",Lenovo,Lenovo Ideapad N42-20 Chromebook,14,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,3.3,380.00,380.00
28484,"Acer Nitro 5 AN515 Laptop: Core i5-8300H, 15.6inch Full HD IPS Display, 8GB RAM, 256GB SSD, NVidia GTX 1050 Ti 4GB Graphics",Acer,Acer Nitro 5 AN515-53,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8300H 2.3 GHz (8th gen Coffee Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,256,256,5.95,674.70,674.90
21210,"ASUS S510UN-EH76 VivoBook S 15.6"" Full HD Laptop, Intel Core i7-8550U, NVIDIA GeForce MX150, 8GB RAM, 256GB SSD + 1TB HDD, Windows 10",Asus,Asus VivoBook S510UN,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,8,256,1256,3.3,929.00,929.00
14058,"HP 15.6"" (1366x768) HD Notebook: Intel 7th Gen i7-7500U | 16GB DDR4 | 1TB HDD | DVD | Wireless AC | Bluetooth | Windows 10 | Silver",HP,HP,15.6,1366,768,Glossy,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10,16,0,1000,4.83,799.00,799.00
25743,"ASUS VivoBook S15 15.6â€ Slim and Portable Laptop, Intel Core i5-8250U Processor (up to 3.4Ghz), 8GB DDR4, 256GB SSD, NanoEdge Bezel, Gun Metal with Light Grey Trim, S530UA-DB51",Asus,Asus VivoBook S530UA,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Quad-Core Kaby Lake R with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.5,659.00,659.00
23197,"Acer Swift 3, 15.6"" Full HD, AMD Ryzen 5 2500U, 8GB DDR4, 256GB SSD, Windows 10, SF315-41-R8PP",Acer,Acer Swift 3 SF315-41,15.6,1920,1080,Glossy,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,4.85,480.98,625.00
20279,"2017 HP 17.3"" Business Flagship Laptop PC HD+ WLED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD Intel 520 Graphics DVD-RW 802.11AC Wifi Webcam HDMI Windows 10-Silver",HP,HP,17.3,1600,900,Glossy,0,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,5.29,459.95,475.99
8680,"Acer Chromebook 14, Aluminum, 14-inch Full HD, Intel Celeron N3160, 4GB LPDDR3, 32GB, Chrome, CB3-431-C5FM",Acer,Acer Chromebook 14 CB3-431-C5XK,14,1920,1080,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD,Chrome OS,Chrome OS,4,32,32,3.42,185.83,214.77
29406,"Lenovo IdeaPad L340 Gaming Laptop, 15.6-Inch FHD (1920 X 1080) IPS Display, Intel Core i7-9750H Processor, 8GB DDR4 RAM, 1TB HDD, 256GB NVMe SSD, NVIDIA GeForce GTX 1050, Windows 10, 81LK000EUS, Black",Lenovo,Lenovo IdeaPad L340,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,256,1256,4.83,949.99,983.00
21217,"Asus Flagship 360 Flip 2-in-1 15.6"" FHD Touchscreen Laptop - Intel Core i5-7200U up to 3.1 GHz, 12GB DDR4, 1TB HDD, 802.11ac, Bluetooth, Webcam, HDMI, USB 3.0, Windows 10 Home",Asus,Asus convertible,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10,12,0,1000,5.07,568.35,589.00
30995,"Prostar NH58RCQ 15.6 Inches FHD IPS, Intel i7-9750H, GTX 1660Ti, 16GB 2666Mhz DDR4, 500GB NVMe SSD, Windows 10 Home, Slim Bezel Gaming Laptop, 1-Year Warranty",Other,Prostar NH58RCQ,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,500,500,4.85,1149.00,1199.00
23119,"Samsung 2018 Galaxy Book 12"" FHD+ 2-in-1 Touchscreen Tablet Laptop Computer, Intel Core i5-7200U up to 3.10GHz, 8GB RAM, 256GB SSD, AC WIFI, Bluetooth 4.1, USB Type-C, Detachable KB, Windows 10 Pro",Samsung,Samsung Galaxy Book,12,2160,1440,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),1,0,Intel HD 620,Windows,Windows 10 Pro,8,256,256,1.66,999.99,999.99
20092,"2018 Dell Inspiron 15 5000 15.6 inch Full HD Touchscreen Backlit Keyboard Laptop PC, Intel Core i5-8250U Quad-Core, 8GB DDR4, 1TB HDD, Bluetooth 4.2, WiFi, Windows 10 dell i5570-4364slv-pus",Dell,Dell Inspiron 5570,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,4.85,559.00,665.00
24015,"Lenovo 20KH002RUS ThinkPad X1 Carbon Laptop, 14""",Lenovo,Lenovo ThinkPad X1 Carbon (6th Generation),14,2560,1440,Matte,0,Intel Core i7,Intel Core i7-8650U 1.9 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Pro,16,512,512,2.49,1543.99,1645.69
30756,"NEW Microsoft Surface Pro 7 â€“ 12.3"" Touch-Screen - Intel Core i7 - 10th Gen 16GB Memory - 512GB SSD (Latest Model) â€“ Matte Black",Microsoft,Microsoft Surface Pro 7,12.3,2736,1824,Glossy,1,Intel Core i7,Intel Core i7-1065G7 1.3 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),1,0,Intel Iris Plus,Windows,Windows 10 Home,16,512,512,1.74,1629.99,1818.97
20504,"Lenovo Thinkpad T430 Business Laptop computer Intel i5-3320m up tp 3.3GHz, 8GB DDR3, 128GB SSD, 14in HD LED-backlit display, DVD, WiFi, USB 3.0, Windows 10 Pro (Renewed)",Lenovo,Lenovo ThinkPad T430,14,1600,900,Matte,0,Intel Core i5,Intel Core i5-3320M 2.6 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0,0,Intel HD 4000,Windows,Windows 10 Pro,8,128,128,4.92,186.08,238.00
30757,"MSI GF75 17.3"" Gaming Laptop Intel Core i7-9750H 8GB RAM 256GB SSD 120Hz GTX 1050 Ti Aluminum Black",MSI,MSI GF75 Thin 9RCX,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,256,256,4.85,829.98,829.98
21461,"2018 Acer 14' FHD IPS Display Premium Flagship Business Chromebook-Intel Celeron Quad-Core Processor Up to 2.24Ghz, 4GB RAM, 32GB SSD, HDMI, WiFi, Bluetooth Chrome OS-(Renewed)",Acer,Acer Chromebook CB3-431,14,1920,1080,Matte,0,Intel Celeron,Intel Celeron N3160 1.6 GHz (Braswell Quad-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,32,32,3.42,149.99,149.99
26808,"Apple MacBook Pro 15in Core i7 2.5GHz Retina (MGXC2LL/A), 16GB Memory, 512GB Solid State Drive (Renewed)",Apple,Apple MacBook Pro 2014,15.4,2880,1800,Glossy,0,Intel Core i7,Intel Core i7-4870HQ 2.5 GHz (4th gen Crystal Well Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GT 750M,macOS,macOS Mojave,16,512,512,4.46,899.99,928.90
27730,"Acer Predator Helios 300 Gaming Laptop PC, 15.6 inches Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GTX 1660 Ti 6GB, 16GB DDR4, 256GB PCIe NVMe SSD, Backlit Keyboard, PH315-52-78VL",Acer,Acer Predator Helios 300 PH315-52,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,256,256,5.51,1094.00,1099.99
19841,"Dell Inspiron 15.6-inch HD Touchscreen Laptop PC (2018 Model), Intel i5-7200U 2.5GHz, 8GB RAM, 2TB HDD, Intel HD Graphics 620, MaxxAudio, Bluetooth, HDMI, WiFi, Windows 10",Dell,Dell Inspiron,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,0,2000,5.07,537.00,537.97
19851,"HP 14-ax040wm Laptop, Intel Celeron N3060, 1.6 GHz, 32 GB, Windows 10 Home 64 Bit, Black, 14""",HP,HP Stream 14-ax040,14,1366,768,Glossy,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,3.18,243.90,243.95
23607,"Dell XPS 9570 Laptop 15.6"" FHD, 8th Gen Intel Core i7-8750H CPU, 16GB RAM, 512GB SSD, GeForce GTX 1050Ti, Thin bzl 400 Nits Display, Silver, Windows 10 Home - XPS9570-7996SLV-PUS, Gaming Capable",Dell,Dell XPS 9570,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,512,512,4,1510.00,1558.00
24012,"Lenovo Yoga 920 - 13.9"" 4K UHD Touch - 8Gen i7-8550U - 16GB - 512GB SSD - Silver",Lenovo,Lenovo Yoga 920,13.9,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,16,512,512,3.02,1418.97,1418.97
8619,"ASUS ZenBook UX305UA 13.3-Inch Laptop (6th Generation Intel Core i5, 8GB RAM, 256 GB SSD, Windows 10), Titanium Gold",Asus,Asus Zenbook UX305UA,13.3,1920,1080,Matte,0,Intel Core i5,Intel Core i5-6200U 2.3 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0,0,Intel HD,Windows,Windows 10,8,256,256,2.86,1499.11,1499.11
25591,"Asus C223NA-DH02-RD Chromebook 11.6"", Intel Dual-Core Celeron N3350 Processor (Up to 2.4GHz) 4GB RAM, 32GB eMMC Storage, Red",Asus,Asus Chromebook C223NA,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0,0,Intel HD 500,Chrome OS,Chrome OS,4,32,32,2.2,161.99,178.40
25268,"Samsung 11.6"" Chromebook with Intel N3060 up to 2.48GHz, 4GB Memory, 16GB eMMC Flash Memory, Bluetooth 4.0, USB 3.0, HDMI, Webcam, Chrome Operating System",Samsung,Samsung Chromebook 3,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0,0,Intel HD 400,Chrome OS,Chrome OS,4,32,32,2.54,150.19,165.90
14056,"Acer Aspire VX 15 Gaming Laptop, 7th Gen Intel Core i7, NVIDIA GeForce GTX 1050 Ti, 15.6 Full HD, 16GB DDR4, 256GB SSD, VX5-591G-75RM",Acer,Acer Aspire VX5-591G-75RM,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10,16,256,256,5.51,1199.99,1199.99
23223,"2018 Dell Inspiron 13 7000 2 in 1 13.3"" FHD Touchscreen Laptop Computer, AMD Quad-Core Ryzen 5 2500U up to 3.6GHz(Beat i7-7500U), 16GB DDR4, 256GB SSD, AC WiFi + BT 4.1, USB Type-C, HDMI, Windows 10",Dell,Dell Inspiron 7375,13.3,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,16,256,256,3.86,559.50,559.50
11298,Acer CB3-531-C4A5 15.6 Chromebook - Celeron N2830 2.16 GHz - 2 GB RAM - 16 GB SSD - Textured Granite Gray,Acer,Acer CB3-531-C4A5,15.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N2830 2.16 GHz (Bay Trail Dual-Core),0,0,Intel HD,Chrome OS,Chrome OS,2,16,16,4.9,215.00,215.00
22860,"Dell LAT E6420 Laptop, Core i5-2520m, 2.5 GHz, 128 SSD, Windows 10 Professional, Black (Renewed)",Dell,Dell Latitude E6420,14,1366,768,Matte,0,Intel Core i5,Intel Core i5-2520M 2.5 GHz (2nd gen Sandy Bridge Dual-Core with Hyper-Threading),0,0,Intel HD 3000,Windows,Windows 10 Pro,8,128,128,5,179.00,198.49
30511,"Dell Inspiron 15 5593: 10th Gen Core i5-1035G1, 256GB SSD, 8GB RAM, 15.6"" Full HD Display, Backlit Keyboard, Windows 10",Dell,Dell Inspiron 5593,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-1035G1 1.0 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),0,0,Intel UHD,Windows,Windows 10 Home,8,256,256,4.52,546.49,609.00
22371,"LG gram Thin and Light Laptop - 15.6"" Full HD IPS Display, Intel Core i5 (8th Gen), 8GB RAM, 256GB SSD, Back-lit Keyboard - Dark Silver â€“ 15Z980-U.AAS5U1",LG,LG gram,15.6,1920,1080,Glossy,0,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,2.41,967.98,968.00
20738,"HP HP 745-G3 EliteBook 14in Notebook, Full-HD Display, AMD A8-8600B Quad-Core, 128GB Solid State Drive, 8GB DDR3, Backlit Keyboard, Bluetooth, 802.11n, Win10Pro (Renewed)",HP,HP EliteBook 745-G3,14,1920,1080,Matte,0,AMD A8,AMD PRO A8-8600B 1.6 GHz (6th gen Carrizo Quad-Core),0,0,AMD Radeon R6,Windows,Windows 10 Pro,8,128,128,3.41,499.67,499.67
28486,"2019 Dell Inspiron 5000 Series 15.6"" FHD Touchscreen LED-Backlit Laptop | Intel Quad Core i7-8550U | 12GB DDR4 RAM | 512GB SSD Boot + 1TB HDD | USB 3.1 | HDMI | MaxxAudio Pro | Windows 10",Dell,Dell Inspiron 5000,15.6,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0,0,Intel UHD 620,Windows,Windows 10 Home,12,512,1512,4.85,828.98,829.00
21895,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",Dell,Dell Inspiron,15.6,1366,768,Glossy,0,Intel Celeron,Intel Celeron (Dual-Core),0,0,Intel HD,Windows,Windows 10 Home,4,0,500,4.54,294.99,294.99
19152,"Dell Inspiron 15 7000 2-in-1 I7579-0028GRY - 15.6"" FHD Touch - 7th Gen i5-7200U - 8GB - 256GB SSD - Gray",Dell,Dell Inspiron 15 7000 2-in-1,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0,0,Intel HD 620,Windows,Windows 10 Home,8,256,256,4.83,648.99,648.99
20512,2018 Asus VivoBook Max 15.6 inch HD High Performance Laptop PC | Intel Pentium N4200 Quad-Core | 4GB RAM | 500GB HDD | Bang & Olufsen Audio | USB Type-C | DVD +/-RW | Windows 10,Asus,Asus VivoBook Max,15.6,1366,768,,0,Intel Pentium,Intel Pentium N4200 1.1 GHz (Apollo Lake Quad-Core),0,0,Intel HD 505,Windows,Windows 10 Home,4,0,500,4.41,419.98,419.98
29842,"Sager NP7856 15.6 Inches Thin Bezel FHD IPS 144Hz Gaming Laptop, Intel Core i7-9750H, NVIDIA RTX 2060 6GB DDR6, 16GB RAM, 500GB NVMe SSD, Windows 10 Home",Other,Sager NP7856,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,500,500,5,1299.00,1299.00
11516,"Dell Inspiron 15.6"" Touchscreen HD I3558-5501BLK Laptop (Model), Intel Core i5-5200U Processor, 8GB Memory, 1TB HDD, HDMI, Bluetooth, DVD-RW, WiFi, HD Webcam, Windows 10",Dell,Dell Inspiron,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-5200U 2.20 GHz (5th gen Broadwell Dual-Core with Hyper-Threading),0,0,Intel HD 5500,Windows,Windows 10,8,0,1000,4.85,579.50,579.50
26367,"Dell XPS 15 9570-8th Generation Intel Core i7-8750H Processor, 4k Touchscreen display, 16GB DDR4 2666MHz RAM, 512GB SSD, NVIDIA GeForce GTX 1050Ti, Windows 10 Home, Gaming Capable",Dell,Dell XPS 9570,15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,16,512,512,4,1649.53,1799.00
22374,"2018 Newest Premium High Performance RCA Cambio 10.1"" 2-in-1 Touchscreen Tablet PC Intel Quad-Core Processor 2GB RAM 32GB Hard Drive Webcam WiFi Microsoft Office Mobile Bluetooth Windows 10-Silver",RCA,RCA Cambio W101 V2,10.1,1280,800,Glossy,1,Intel Atom,Intel Atom Z3735F 1.33 GHz (Bay Trail Quad-Core),1,0,Intel HD,Windows,Windows 10 Home,2,32,32,,133.95,133.95
26130,"MSI GS65 Stealth15.6"" 144Hz 7ms Ultra Thin 4.9mm Bezel Gaming Laptop, GTX 1070 8G, i7-8750H (6 Cores) 16GB DDR4, 256GB SSD, RGB KB VR Ready,Metal Chassis, Black w/ Gold Diamond Cut, Win 10 Home 64bit",MSI,MSI GS65 Stealth Thin,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,16,256,256,4.14,1399.99,1449.99
4071,HP 15-R011DX Laptop 15.6-Inch Intel Pentium 2.17GHz 4GB memory 750GB HDD Win 8.1,HP,HP 15-R011DX,15.6,1366,768,Glossy,0,Intel Pentium,,0,0,Intel HD,Windows,Windows 8.1,4,0,750,6.5,330.00,330.00
